Date,Price_XLK,Price_XLV,Returns_XLK,Returns_XLV,Volatility_XLK,Volatility_XLV
2015-02-17,37.498783111572266,59.71611022949219,0.00046888323148586153,0.007211945388956087,0.1760859325804985,0.16904404857061653
2015-02-18,37.533931732177734,59.783164978027344,0.0009373269660748473,0.0011228921019379445,0.16906447693655066,0.16795715443721454
2015-02-19,37.66575241088867,59.883766174316406,0.003512040242720671,0.001682767988714584,0.16399140932190273,0.1673210558128176
2015-02-20,37.859100341796875,60.51255416870117,0.005133255504868428,0.010500141099249127,0.16317206120082145,0.15645843041651442
2015-02-23,37.88545227050781,60.78919982910156,0.0006960526920352095,0.004571706882990467,0.15193419573473796,0.1494926395668154
2015-02-24,37.999698638916016,60.713741302490234,0.0030155735661401284,-0.0012413146878633707,0.15137815468885982,0.14679327013060212
2015-02-25,37.762428283691406,60.68858337402344,-0.00624400623487098,-0.0004143695961916771,0.14804577422039722,0.14684577915798316
2015-02-26,37.999698638916016,60.85625457763672,0.006283238817220926,0.002762812942591175,0.14840013497769713,0.14599753390513437
2015-02-27,37.86788558959961,60.56283950805664,-0.003468791965139828,-0.004821444757264093,0.1475536350309944,0.1468514018472844
2015-03-02,38.16668701171875,61.107784271240234,0.007890628628106189,0.008998005503211282,0.14141977994609428,0.14404638464295824
2015-03-03,37.91181945800781,60.554473876953125,-0.006677748939348138,-0.009054663016926257,0.14240747586505217,0.13801383160559588
2015-03-04,37.762428283691406,60.847877502441406,-0.003940490761248694,0.004845284034413089,0.14225624100006518,0.13845102129061831
2015-03-05,37.71849060058594,61.06584167480469,-0.0011635290711546897,0.0035821162760285574,0.1425214485786548,0.13861998328938607
2015-03-06,37.252708435058594,59.867008209228516,-0.012348907872790305,-0.019631817603699697,0.14114517734921578,0.14716555194710196
2015-03-09,37.428462982177734,60.23588943481445,0.004717899838760031,0.006161677969554358,0.14156512882360825,0.14712309633115825
2015-03-10,36.663917541503906,59.565208435058594,-0.020426845768095836,-0.011134242493117896,0.15398309243472597,0.15013743548644345
2015-03-11,36.4266357421875,59.53165817260742,-0.006471807030653531,-0.00056325266598789,0.12866087104526125,0.14864711330288685
2015-03-12,36.663917541503906,60.31971740722656,0.006513964149634566,0.013237649660861495,0.12927404625540956,0.14671723036274387
2015-03-13,36.46177673339844,60.202335357666016,-0.0055133444994426295,-0.0019459980020808398,0.12844256914518717,0.14525283297326938
2015-03-16,36.89239501953125,61.53532409667969,0.011810128981958545,0.02214181112899194,0.12578770248353666,0.14950559634664307
2015-03-17,36.901206970214844,61.359291076660156,0.00023885547899316073,-0.0028606824227164207,0.12319647926542295,0.1497269296621261
2015-03-18,37.4021110534668,62.15572738647461,0.013574192401247576,0.012979881218305067,0.12487320984154834,0.1526174439796366
2015-03-19,37.29665756225586,62.516212463378906,-0.0028194529196544638,0.005799708121229985,0.1254747468272961,0.1466727766020662
2015-03-20,37.53756332397461,62.96849060058594,0.006459178314212943,0.007234573551172296,0.1241635951561434,0.14100323433261674
2015-03-23,37.53756332397461,62.79195022583008,0.0,-0.0028036304042233784,0.1235358059540371,0.13777507008027223
2015-03-24,37.41402053833008,62.24551773071289,-0.00329117754869368,-0.00870226984751954,0.12400626544344169,0.13531550663747877
2015-03-25,36.45219802856445,61.110565185546875,-0.025707542144000617,-0.018233482289858327,0.1400262802819413,0.1410955038424614
2015-03-26,36.478660583496094,60.967628479003906,0.0007259522432887522,-0.0023389851838053755,0.13955473448171798,0.14149506003783238
2015-03-27,36.505126953125,61.40480041503906,0.000725530192325019,0.007170558326468512,0.13330885068972562,0.1423976322773232
2015-03-30,36.946346282958984,62.02693176269531,0.012086503093128309,0.010131640253713492,0.13689923524646802,0.14448982611831382
2015-03-31,36.566917419433594,60.95081329345703,-0.01026972628414946,-0.017349213295852373,0.13978526294925173,0.15338252748943626
2015-04-01,36.513954162597656,60.337100982666016,-0.0014483927159741894,-0.01006897656699346,0.13969847700773996,0.15652948072484046
2015-04-02,36.505126953125,60.52207565307617,-0.000241748933389907,0.0030656870714305118,0.13909521973171438,0.15668269234530255
2015-04-06,36.85811233520508,60.614559173583984,0.009669474168199299,0.001528095649560024,0.14143648742975434,0.1537883278702776
2015-04-07,36.7786865234375,60.7574577331543,-0.0021549072032024386,0.0023574956498666477,0.14140630431806386,0.15336236507017112
2015-04-08,36.893402099609375,61.27028274536133,0.0031190775695257855,0.008440527818977417,0.14143183840701862,0.15522202292117604
2015-04-09,36.990474700927734,61.732688903808594,0.002631164267699493,0.007546989139400884,0.14088080849182663,0.15659012830317146
2015-04-10,37.131656646728516,62.2623291015625,0.00381671084089219,0.008579574406343937,0.14000465594816505,0.15818254632174017
2015-04-13,37.02574920654297,61.9260368347168,-0.002852214249236207,-0.005401215657980685,0.13991130158256418,0.15837070925634827
2015-04-14,36.91105651855469,62.02693176269531,-0.003097646649862118,0.0016292812060265671,0.13764682021747804,0.1564809757052773
2015-04-15,37.237525939941406,62.186676025390625,0.00884475959723896,0.0025754016546630787,0.13949887901016375,0.15389021423213853
2015-04-16,37.10517120361328,62.15302276611328,-0.0035543375395452603,-0.000541165108480901,0.13942204374144648,0.15349144976277287
2015-04-17,36.593360900878906,61.61495590209961,-0.01379350333477336,-0.008657131062449808,0.14461548318077722,0.15561536482799085
2015-04-20,37.219879150390625,61.99327850341797,0.01712109065928047,0.006140109909670066,0.14960029154204957,0.14438765882273497
2015-04-21,37.20223617553711,62.40523147583008,-0.0004740202079170919,0.006645123186853175,0.14893693669727687,0.14453862210577206
2015-04-22,37.58168029785156,62.5061149597168,0.010199497700193794,0.0016165869671647126,0.13882904275102112,0.13971177329387177
